YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,WS2M,ALLSKY_SFC_SW_DWN,ET0
2013,6,7,19.31,26.34,85.14,3.89,17.604,3.99
2013,6,8,19.1,26.11,81.71,4.95,16.884,4.103
2013,6,9,18.24,26.22,78.27,5.83,18.828000000000003,4.678
2013,6,10,17.91,27.34,78.9,5.11,19.152,4.717
2013,6,11,19.62,27.01,81.17,5.13,14.940000000000001,3.926
2013,6,12,19.63,26.92,79.25,5.39,15.336,4.16
2013,6,13,18.73,28.07,74.94,6.16,19.008000000000003,5.213
2013,6,14,19.05,28.76,73.16,6.59,16.92,5.198
2013,6,15,20.12,28.32,76.09,6.31,18.720000000000002,5.177
2013,6,16,20.38,28.1,78.46,5.51,16.416,4.529
2013,6,17,20.03,27.97,77.71,6.07,15.876000000000001,4.532
2013,6,18,19.34,27.74,78.84,5.69,15.552000000000001,4.296
2013,6,19,19.94,29.94,77.14,5.25,16.416,4.737
2013,6,20,19.03,29.21,75.8,5.03,17.964000000000002,4.982
2013,6,21,19.87,28.57,78.43,5.13,19.224,4.968
2013,6,22,19.95,26.27,77.91,5.65,18.971999999999998,4.826
2013,6,23,19.58,27.05,74.25,6.32,18.900000000000002,5.233
2013,6,24,19.64,27.61,78.13,6.28,14.22,4.212
2013,6,25,19.85,29.16,76.0,5.83,15.444,4.684
2013,6,26,20.48,29.51,79.41,4.94,17.064,4.614
2013,6,27,20.42,27.22,82.41,4.36,18.396,4.42
2013,6,28,19.35,29.4,78.53,4.07,17.532,4.63
2013,6,29,18.83,29.15,76.59,4.35,18.432000000000002,4.914
2013,6,30,18.98,26.56,78.63,4.59,18.648,4.632
2013,7,1,18.26,27.5,77.41,5.41,18.864,4.841
2013,7,2,18.2,28.46,75.15,6.63,15.228000000000002,4.682
2013,7,3,18.22,26.4,81.4,5.48,15.336,3.884
2013,7,4,19.86,28.81,79.08,4.8,17.568,4.636
2013,7,5,20.17,29.2,77.99,3.87,16.38,4.466
2013,7,6,20.04,29.24,77.46,4.51,20.484,5.28
2013,7,7,19.8,25.73,83.24,4.39,14.472,3.588
2013,7,8,18.82,29.09,78.16,4.71,17.82,4.716
2013,7,9,19.58,26.27,80.84,5.0,15.696000000000002,4.017
2013,7,10,19.01,26.97,79.92,5.68,15.912,4.185
2013,7,11,18.34,27.55,78.75,5.48,14.292000000000002,4.03
2013,7,12,18.96,26.25,82.64,4.9,13.464,3.487
2013,7,13,18.47,27.9,79.39,4.74,16.272,4.264
2013,7,14,19.52,27.77,80.95,4.49,16.2,4.155
2013,7,15,19.7,28.17,80.65,4.41,16.272,4.217
2013,7,16,20.21,25.57,84.3,4.88,16.308,3.83
2013,7,17,19.78,26.69,82.21,4.66,12.816,3.456
2013,7,18,20.09,26.15,82.53,5.13,14.652000000000001,3.739
2013,7,19,19.85,24.92,88.16,4.98,13.5,3.038
2013,7,20,18.67,25.97,84.61,5.29,14.4,3.465
2013,7,21,18.31,26.3,84.16,5.6,12.636,3.246
2013,7,22,18.92,26.12,83.89,5.74,12.492,3.267
2013,7,23,19.05,26.79,82.69,6.05,12.420000000000002,3.422
2013,7,24,18.81,26.75,80.72,7.38,15.515999999999998,4.11
2013,7,25,18.55,27.17,78.52,7.44,17.892,4.687
2013,7,26,19.06,26.53,81.71,6.22,14.076,3.751
2013,7,27,18.43,28.25,80.26,4.97,16.092,4.203
2013,7,28,19.06,27.28,82.43,4.43,16.524,4.045
2013,7,29,18.15,25.86,80.1,5.15,11.952,3.411
2013,7,30,18.15,26.26,81.59,5.8,15.012,3.821
2013,7,31,19.23,25.74,81.43,6.79,13.572000000000001,3.689
2013,8,1,19.27,27.75,80.87,6.84,14.112,3.965
2013,8,2,19.11,28.76,78.29,6.09,18.432000000000002,4.888
2013,8,3,18.85,27.21,82.75,4.66,17.28,4.138
2013,8,4,19.29,28.81,81.03,4.71,17.784000000000002,4.483
2013,8,5,20.08,27.09,82.57,5.12,14.832,3.819
2013,8,6,19.32,26.6,81.1,4.36,19.512,4.607
2013,8,7,19.09,28.97,78.17,3.94,17.892,4.666
2013,8,8,19.5,28.53,81.14,3.86,17.424,4.363
2013,8,9,19.1,27.25,80.94,3.87,17.28,4.255
2013,8,10,19.37,27.87,80.93,3.98,16.272,4.137
2013,8,11,19.4,27.97,80.79,3.59,20.736,4.923
2013,8,12,19.42,28.12,80.5,3.99,14.940000000000001,3.953
2013,8,13,19.6,27.12,81.93,3.76,14.976,3.797
2013,8,14,19.4,26.08,82.79,4.04,11.016,3.021
2013,8,15,18.98,26.18,85.75,3.69,10.620000000000001,2.727
2013,8,16,19.36,25.59,85.44,3.86,12.708,3.099
2013,8,17,19.21,27.45,81.15,4.1,15.984000000000002,4.047
2013,8,18,18.79,26.49,84.78,3.92,16.452,3.803
2013,8,19,19.63,27.62,82.88,3.94,16.02,3.954
2013,8,20,19.43,27.96,81.89,4.46,14.544,3.811
2013,8,21,19.16,27.71,80.72,4.93,16.272,4.19
2013,8,22,18.7,29.0,78.01,4.79,19.044,4.924
2013,8,23,18.41,28.88,78.42,4.31,14.796000000000001,4.116
2013,8,24,18.59,29.09,78.52,3.99,15.552000000000001,4.224
2013,8,25,18.93,27.4,81.57,3.64,18.215999999999998,4.37
2013,8,26,18.59,28.58,78.25,3.17,20.988,5.111
2013,8,27,18.61,30.54,73.93,2.9,21.42,5.555
2013,8,28,19.45,28.99,77.77,2.44,20.772,5.116
2013,8,29,19.65,26.87,81.22,2.52,20.88,4.859
2013,8,30,19.3,29.99,78.64,1.62,21.06,5.125
2013,8,31,19.7,28.57,81.18,0.98,16.92,4.073
2013,9,1,21.08,28.12,82.78,1.28,24.732,5.752
2013,9,2,19.62,28.65,82.01,0.87,21.240000000000002,4.994
2013,9,3,19.76,24.13,89.03,2.1,21.276,4.488
2013,9,4,18.36,25.11,83.47,2.34,17.676000000000002,4.005
2013,9,5,18.32,27.98,80.72,2.37,18.576,4.443
2013,9,6,18.78,26.61,82.24,2.65,19.548,4.505
2013,9,7,19.19,25.54,86.11,2.79,11.412,2.782
2013,9,8,18.98,26.98,84.38,2.01,13.284,3.22
2013,9,9,19.25,25.77,88.39,3.1,12.456,2.869
2013,9,10,18.83,23.76,91.07,2.84,13.356,2.812
2013,9,11,19.18,26.2,86.92,2.15,10.296,2.524
2013,9,12,19.6,25.41,88.85,1.84,15.192,3.389
2013,9,13,19.77,26.82,88.68,1.88,17.496000000000002,3.909
2013,9,14,19.73,26.99,87.33,2.26,18.215999999999998,4.086
2013,9,15,19.84,26.12,89.01,2.56,18.36,3.981
2013,9,16,19.9,27.27,86.86,2.6,20.232,4.494
2013,9,17,20.5,26.32,88.58,2.97,16.704,3.701
2013,9,18,19.76,25.1,89.36,3.34,19.008000000000003,3.958
2013,9,19,18.71,26.08,86.92,4.34,16.344,3.608
2013,9,20,18.81,26.86,89.9,4.46,10.728,2.507
2013,9,21,19.39,27.25,83.91,3.53,18.072,4.207
2013,9,22,19.11,26.98,84.93,3.66,19.404,4.347
2013,9,23,17.81,27.78,82.05,3.28,25.524,5.607
2013,9,24,17.2,28.14,83.83,2.89,19.548,4.438
2013,9,25,17.79,28.17,84.36,2.94,18.612000000000002,4.264
2013,9,26,18.01,28.63,81.12,2.19,24.48,5.59
2013,9,27,18.56,28.55,80.19,1.94,25.092,5.781
2013,9,28,19.54,25.96,86.4,2.39,20.196,4.441
2013,9,29,18.32,26.7,83.29,3.16,21.492,4.777
2013,9,30,18.02,26.41,86.96,2.84,16.416,3.648
2013,10,1,19.32,26.49,86.9,2.54,17.388,3.895
2013,10,2,19.83,26.53,86.03,2.32,16.488,3.791
2013,10,3,18.85,24.99,87.3,2.57,18.144000000000002,3.927
2013,10,4,17.51,26.01,85.42,2.93,22.896,4.844
2013,10,5,17.04,26.34,84.79,3.03,18.036,4.004
2013,10,6,18.87,27.8,84.67,2.46,20.340000000000003,4.611
2013,10,7,20.23,26.91,86.84,1.39,17.892,4.1
2013,10,8,20.11,24.15,92.92,2.18,14.076,2.966
2013,10,9,19.45,25.43,89.5,1.56,18.215999999999998,3.987
2013,10,10,19.09,26.51,85.7,2.4,19.296000000000003,4.309
2013,10,11,18.86,27.2,83.16,3.08,20.664,4.694
2013,10,12,17.47,27.48,82.69,3.5,18.432000000000002,4.274
2013,10,13,18.57,27.73,84.29,3.17,17.892,4.144
2013,10,14,18.84,27.17,84.73,2.28,19.944,4.505
2013,10,15,19.88,27.53,85.87,1.56,13.824,3.298
2013,10,16,19.83,26.76,87.73,1.32,15.624,3.587
2013,10,17,19.82,26.87,87.58,1.91,19.476000000000003,4.346
2013,10,18,19.12,26.52,85.71,1.81,20.772,4.635
2013,10,19,18.85,27.8,83.35,1.41,19.332,4.486
2013,10,20,18.51,26.4,86.21,1.97,16.452,3.729
2013,10,21,17.93,24.25,89.46,2.2,11.700000000000001,2.596
2013,10,22,18.79,25.18,89.88,1.9,9.360000000000001,2.182
2013,10,23,19.56,27.09,86.67,2.36,11.808,2.875
2013,10,24,20.22,25.12,90.49,2.26,13.284,2.944
2013,10,25,19.46,27.1,87.22,2.16,14.76,3.417
2013,10,26,19.86,27.2,86.69,1.86,18.900000000000002,4.284
2013,10,27,19.23,26.59,85.46,1.98,15.515999999999998,3.608
2013,10,28,18.68,26.62,87.33,1.74,13.464,3.116
2013,10,29,18.4,26.25,88.48,1.95,17.496000000000002,3.838
2013,10,30,17.81,27.11,86.53,1.73,18.900000000000002,4.215
2013,10,31,18.37,27.73,84.75,1.8,19.08,4.36
2013,11,1,17.92,27.7,84.88,1.96,20.016,4.515
2013,11,2,19.37,27.81,86.3,2.11,19.584000000000003,4.43
2013,11,3,18.37,25.49,88.08,2.47,14.940000000000001,3.308
2013,11,4,17.83,26.23,85.45,2.84,16.308,3.69
2013,11,5,17.83,26.26,82.68,2.92,17.856,4.113
2013,11,6,17.59,26.86,82.94,2.74,17.892,4.128
2013,11,7,15.59,26.82,82.25,2.6,21.132,4.661
2013,11,8,16.05,26.09,79.92,2.27,20.592,4.649
2013,11,9,14.15,25.6,78.9,2.32,21.204,4.683
2013,11,10,14.49,26.52,80.08,2.08,20.232,4.53
2013,11,11,16.58,26.69,81.17,2.03,18.468,4.252
2013,11,12,16.1,26.61,81.2,1.92,17.172,3.978
2013,11,13,15.42,25.6,80.37,1.96,17.892,4.069
2013,11,14,15.48,26.05,78.3,1.85,20.232,4.608
2013,11,15,13.59,25.44,77.33,2.4,21.6,4.783
2013,11,16,16.35,23.47,87.79,3.35,11.196,2.512
2013,11,17,18.81,23.45,89.95,3.54,11.16,2.458
2013,11,18,16.04,25.46,87.82,2.82,9.612,2.29
2013,11,19,17.0,26.84,79.63,1.68,19.656,4.553
2013,11,20,15.55,27.21,79.36,1.74,20.376,4.664
2013,11,21,15.97,28.07,77.27,1.22,21.672,5.028
2013,11,22,15.7,28.0,77.79,1.13,21.024,4.862
2013,11,23,17.42,26.56,85.65,0.86,13.212,3.053
2013,11,24,19.23,26.11,87.03,2.07,15.408000000000001,3.506
2013,11,25,18.33,27.24,83.49,1.5,16.2,3.799
2013,11,26,17.91,27.57,82.75,1.44,18.684,4.325
2013,11,27,17.6,27.02,82.44,1.71,18.900000000000002,4.343
2013,11,28,14.5,26.7,69.65,1.42,18.864,4.564
2013,11,29,13.76,27.02,80.36,2.1,18.215999999999998,4.145
2013,11,30,16.45,27.87,77.85,1.9,18.144000000000002,4.366
2013,12,1,18.32,27.35,81.41,2.43,16.164,3.922
2013,12,2,16.57,27.56,80.48,2.47,17.316,4.129
2013,12,3,16.89,26.79,78.8,2.79,18.684,4.448
2013,12,4,16.35,27.03,74.15,3.51,16.596,4.401
2013,12,5,15.4,27.23,73.62,3.27,19.872,4.936
2013,12,6,13.6,27.49,68.3,2.61,19.512,4.994
2013,12,7,14.31,27.38,70.79,2.92,16.956,4.498
2013,12,8,15.24,27.97,76.75,2.65,18.540000000000003,4.517
2013,12,9,13.47,27.89,65.65,2.08,20.304,5.163
2013,12,10,10.46,28.23,52.08,1.85,20.844,5.605
2013,12,11,11.88,28.99,53.39,2.27,19.404,5.611
2013,12,12,15.11,25.47,82.12,4.51,13.968,3.388
2013,12,13,18.17,28.82,78.73,3.58,13.860000000000001,3.832
2013,12,14,16.95,29.4,77.93,2.12,16.344,4.135
2013,12,15,13.66,29.6,64.18,2.07,19.548,5.214
2013,12,16,10.06,28.07,55.05,2.34,20.808,5.654
2013,12,17,11.74,26.81,70.63,2.64,19.908,4.821
2013,12,18,12.46,27.47,69.36,2.25,19.944,4.905
2013,12,19,12.17,27.91,67.24,1.13,20.268,4.814
2013,12,20,12.73,28.55,63.69,1.07,20.304,4.945
2013,12,21,13.03,28.1,67.09,2.09,20.304,5.104
2013,12,22,13.6,27.81,70.21,2.76,20.484,5.122
2013,12,23,14.42,27.15,71.23,3.32,18.36,4.77
2013,12,24,14.76,27.43,69.48,3.61,18.036,4.905
2013,12,25,14.8,28.56,69.97,2.9,19.188000000000002,5.041
2013,12,26,13.23,27.62,66.91,2.46,19.728,5.061
2013,12,27,13.74,27.87,68.54,2.68,17.856,4.737
2013,12,28,13.7,27.5,68.19,2.43,18.036,4.702
2013,12,29,13.37,27.57,67.42,2.51,17.208000000000002,4.599
2013,12,30,11.58,28.06,65.02,2.92,19.764000000000003,5.228
2013,12,31,13.25,27.84,68.3,3.2,19.404,5.098
2014,1,1,14.23,27.86,71.24,3.2,16.56,4.488
2014,1,2,14.58,28.59,68.59,2.78,17.028000000000002,4.695
2014,1,3,14.31,27.93,71.18,3.08,19.188000000000002,4.935
2014,1,4,14.5,29.32,64.52,2.49,19.368,5.304
2014,1,5,14.6,30.42,62.5,2.08,19.08,5.297
2014,1,6,13.93,30.49,60.33,2.36,20.448,5.738
2014,1,7,13.58,29.76,61.75,3.23,20.628000000000004,5.893
2014,1,8,13.74,29.07,68.56,3.65,20.16,5.424
2014,1,9,15.25,29.8,65.39,2.8,20.412,5.608
2014,1,10,15.72,30.03,67.35,2.16,19.8,5.266
2014,1,11,15.72,29.83,65.03,2.4,18.720000000000002,5.22
2014,1,12,15.07,30.22,62.28,2.37,20.736,5.728
2014,1,13,14.66,29.88,60.3,2.77,20.772,5.919
2014,1,14,15.39,29.58,61.71,2.98,20.664,5.894
2014,1,15,16.4,29.92,63.15,2.66,19.692,5.613
2014,1,16,16.26,29.76,65.99,2.41,18.18,5.09
2014,1,17,16.94,28.63,66.34,2.7,17.676000000000002,5.007
2014,1,18,16.43,28.77,64.01,2.55,18.468,5.217
2014,1,19,15.73,30.06,64.37,3.32,18.468,5.502
2014,1,20,16.54,29.24,64.44,3.73,18.684,5.608
2014,1,21,15.57,29.01,62.52,3.78,19.836,5.877
2014,1,22,15.63,29.13,61.46,3.7,21.168,6.169
2014,1,23,14.29,29.7,60.55,2.89,20.988,5.95
2014,1,24,13.82,30.5,59.64,2.24,20.556,5.742
2014,1,25,16.47,30.26,59.64,3.38,20.124,6.165
2014,1,26,14.84,29.62,61.62,4.04,20.196,6.096
2014,1,27,13.87,28.2,62.16,3.98,19.584000000000003,5.741
2014,1,28,14.72,29.32,58.25,3.38,20.376,6.117
2014,1,29,15.2,30.33,56.49,3.13,20.988,6.372
2014,1,30,13.51,30.32,56.57,2.65,18.144000000000002,5.584
2014,1,31,13.69,30.94,52.93,2.84,20.916,6.442
2014,2,1,14.1,30.66,57.87,3.05,19.512,5.98
2014,2,2,16.51,31.87,56.35,3.67,21.096,6.839
2014,2,3,14.82,33.23,48.79,2.69,21.78,7.058
2014,2,4,14.21,32.84,48.2,2.02,21.708000000000002,6.598
2014,2,5,13.0,33.17,44.48,1.76,22.5,6.722
2014,2,6,12.59,33.46,43.14,2.41,22.536,7.276
2014,2,7,12.29,33.27,36.42,2.19,23.471999999999998,7.591
2014,2,8,12.45,32.83,41.15,1.69,23.003999999999998,6.846
2014,2,9,12.64,32.44,42.3,1.77,22.715999999999998,6.773
2014,2,10,13.65,32.79,41.14,1.67,22.428,6.753
2014,2,11,15.56,32.18,51.86,2.48,21.42,6.622
2014,2,12,15.07,31.99,49.84,2.71,21.096,6.753
2014,2,13,16.88,31.52,52.93,3.1,19.116,6.429
2014,2,14,18.78,31.61,52.73,1.87,18.432000000000002,5.712
2014,2,15,19.1,31.97,48.11,1.59,14.868,4.978
2014,2,16,20.25,31.66,46.92,1.37,17.46,5.414
2014,2,17,19.02,33.52,51.18,2.82,22.428,7.325
2014,2,18,18.82,32.25,58.65,3.65,17.46,6.151
2014,2,19,18.67,32.01,57.65,3.1,18.324,6.113
2014,2,20,18.43,32.35,56.4,2.75,17.208000000000002,5.825
2014,2,21,17.04,32.56,52.22,2.1,18.720000000000002,5.945
2014,2,22,16.58,33.49,48.35,2.32,21.42,6.878
2014,2,23,16.32,33.54,44.79,3.41,22.5,7.972
2014,2,24,15.4,33.43,54.85,3.93,23.868,7.688
2014,2,25,18.15,31.83,60.27,3.64,18.18,6.095
2014,2,26,17.9,34.31,47.94,2.93,23.904,7.913
2014,2,27,16.59,33.6,47.01,2.47,23.904,7.548
2014,2,28,17.61,32.85,54.05,1.95,18.576,5.786
2014,3,1,19.4,31.81,56.25,2.14,16.92,5.444
2014,3,2,19.61,32.99,52.4,2.24,21.42,6.703
2014,3,3,19.66,32.17,55.44,4.06,17.352,6.573
2014,3,4,18.83,31.9,58.49,2.9,19.08,6.116
2014,3,5,19.6,32.92,55.2,2.57,18.288,6.102
2014,3,6,20.53,32.26,57.77,2.95,16.848,5.846
2014,3,7,19.47,28.6,57.75,3.37,18.144000000000002,5.914
2014,3,8,18.11,31.27,52.1,3.18,21.672,7.026
2014,3,9,17.6,32.6,51.71,3.54,23.003999999999998,7.594
2014,3,10,18.19,31.88,50.65,3.08,17.424,6.33
2014,3,11,18.0,32.08,50.86,3.67,20.088,7.138
2014,3,12,16.76,33.64,45.8,4.2,19.404,7.83
2014,3,13,16.03,34.1,40.36,3.6,24.444,8.832
2014,3,14,15.1,34.9,35.27,3.65,25.704,9.565
2014,3,15,14.65,35.12,31.73,3.61,25.632,9.808
2014,3,16,16.17,35.32,35.06,4.06,25.956,10.045
2014,3,17,16.35,35.81,34.36,3.59,25.092,9.684
2014,3,18,15.82,36.59,31.07,3.1,26.424,9.875
2014,3,19,16.73,36.17,36.31,2.96,24.624,9.016
2014,3,20,18.61,37.09,38.81,2.49,25.452,8.82
2014,3,21,18.62,36.69,36.74,2.39,24.12,8.522
2014,3,22,19.97,36.44,36.37,2.61,22.5,8.427
2014,3,23,20.14,36.47,39.73,3.48,23.976000000000003,9.242
2014,3,24,17.94,35.92,35.28,3.1,25.2,9.324
2014,3,25,16.93,36.93,35.43,3.59,26.28,10.043
2014,3,26,17.39,36.14,31.82,4.18,24.948,10.432
2014,3,27,16.74,36.42,25.84,2.83,26.712,10.022
2014,3,28,17.78,36.48,26.5,2.82,24.984,9.672
2014,3,29,18.88,37.22,25.74,2.99,24.876,10.034
2014,3,30,19.18,38.08,27.47,2.25,23.652,8.971
2014,3,31,19.57,36.84,29.64,1.96,21.996000000000002,8.033
2014,4,1,20.08,37.76,25.34,1.87,23.256,8.509
2014,4,2,21.23,37.41,29.54,2.18,19.8,7.928
2014,4,3,20.37,38.01,28.22,3.19,21.78,9.618
2014,4,4,19.26,37.52,28.55,3.3,24.984,10.24
2014,4,5,19.3,37.83,34.06,3.2,25.776,9.953
2014,4,6,19.56,37.2,42.02,3.14,26.604,9.423
2014,4,7,19.34,37.61,38.8,2.57,26.1,9.117
2014,4,8,21.64,36.23,40.0,2.04,24.012,8.074
2014,4,9,22.97,34.74,46.54,1.61,20.124,6.496
2014,4,10,22.28,34.92,43.8,1.77,23.148,7.394
2014,4,11,21.94,37.25,35.23,1.93,24.12,8.324
2014,4,12,24.06,35.66,37.35,2.05,21.204,7.635
2014,4,13,23.23,35.08,40.25,2.26,20.592,7.474
2014,4,14,23.69,36.13,42.65,2.68,20.7,7.843
2014,4,15,21.85,36.58,43.82,2.33,21.096,7.544
2014,4,16,21.98,36.43,37.06,2.62,23.796000000000003,8.742
2014,4,17,22.21,37.83,33.8,1.61,23.291999999999998,7.911
2014,4,18,24.95,37.73,33.72,2.6,22.608,8.932
2014,4,19,23.01,38.25,36.85,2.71,24.264000000000003,9.191
2014,4,20,22.39,34.12,33.97,2.88,26.784000000000002,9.519
2014,4,21,20.34,36.59,34.61,2.82,26.928,9.674
2014,4,22,20.64,38.14,37.07,3.06,27.576,10.082
2014,4,23,21.52,37.61,37.27,2.04,23.436,8.209
2014,4,24,22.59,37.39,40.15,2.88,25.956,9.37
2014,4,25,23.25,38.21,39.06,2.06,23.832,8.346
2014,4,26,24.3,37.31,41.35,2.4,20.556,7.777
2014,4,27,24.65,37.12,38.92,2.99,22.248,8.82
2014,4,28,22.81,35.77,45.39,1.7,21.888,7.077
2014,4,29,23.81,37.8,39.72,2.23,24.084000000000003,8.512
2014,4,30,24.18,37.02,35.77,1.88,23.220000000000002,8.105
2014,5,1,24.84,34.97,44.43,1.65,20.772,6.838
2014,5,2,23.03,36.1,46.12,1.46,23.256,7.186
2014,5,3,22.07,36.67,50.44,2.74,23.688000000000002,8.034
2014,5,4,22.36,36.25,53.16,3.19,24.12,8.183
2014,5,5,21.11,36.58,53.48,3.38,24.012,8.222
2014,5,6,22.65,33.1,64.55,4.04,23.904,7.326
2014,5,7,20.83,28.76,72.63,4.42,16.2,4.907
2014,5,8,21.13,27.31,83.13,5.27,11.304,3.265
2014,5,9,20.8,31.42,72.09,4.87,16.236,5.249
2014,5,10,21.48,33.53,69.04,2.29,24.3,6.627
2014,5,11,21.83,32.85,64.19,2.3,25.56,7.1
2014,5,12,21.53,35.05,54.8,1.46,25.524,7.264
2014,5,13,21.77,35.32,56.22,1.25,24.840000000000003,6.967
2014,5,14,22.62,34.81,55.8,3.3,26.316,8.358
2014,5,15,21.02,35.27,50.46,3.08,26.316,8.577
2014,5,16,20.03,36.1,51.35,2.39,26.64,8.238
2014,5,17,21.16,34.56,60.14,2.28,22.824,6.826
2014,5,18,22.14,33.63,58.86,1.24,22.788,6.331
2014,5,19,21.89,35.47,54.14,1.14,20.448,5.964
2014,5,20,20.28,33.58,65.56,2.17,21.636,6.156
2014,5,21,19.48,32.77,59.42,2.64,24.156,7.06
2014,5,22,21.6,35.33,64.5,3.18,24.876,7.424
2014,5,23,22.29,32.8,68.4,3.1,25.740000000000002,7.129
2014,5,24,21.89,36.03,64.94,2.92,24.372,7.282
2014,5,25,21.42,33.14,67.32,2.94,22.752000000000002,6.545
2014,5,26,22.76,32.11,67.57,2.44,21.492,6.117
2014,5,27,22.18,32.77,68.54,1.57,19.08,5.295
2014,5,28,22.69,34.69,62.34,0.47,25.128000000000004,6.478
2014,5,29,22.18,33.38,66.61,1.56,26.064,6.93
2014,5,30,22.98,34.49,65.38,1.93,24.804,6.933
2014,5,31,21.87,35.67,64.31,2.69,25.56,7.456
2014,6,1,21.99,35.18,63.36,2.33,23.58,6.924
2014,6,2,22.36,29.89,73.01,2.0,24.12,6.15
2014,6,3,21.55,29.42,74.78,2.33,18.828000000000003,4.975
2014,6,4,20.31,34.12,65.6,2.08,22.248,6.291
2014,6,5,22.08,31.7,74.92,2.44,23.112000000000002,6.016
2014,6,6,21.99,30.9,76.8,2.46,23.832,6.013
2014,6,7,21.93,30.05,75.64,4.03,23.688000000000002,6.121
2014,6,8,20.89,32.86,71.77,4.25,23.328000000000003,6.565
2014,6,9,21.04,27.46,81.33,4.12,14.976,3.94
2014,6,10,20.67,31.59,74.2,4.84,20.592,5.829
2014,6,11,20.76,32.68,68.57,5.1,25.164,7.282
2014,6,12,20.16,32.31,67.61,4.89,21.528000000000002,6.62
2014,6,13,19.94,31.57,71.75,4.88,22.644000000000002,6.36
2014,6,14,20.89,32.33,68.89,4.61,22.68,6.699
2014,6,15,19.61,31.45,64.41,4.77,22.14,6.852
2014,6,16,19.34,33.87,64.7,4.43,25.668,7.634
2014,6,17,21.2,31.48,71.28,5.15,20.052000000000003,6.059
2014,6,18,20.48,31.2,72.52,5.48,18.252000000000002,5.627
2014,6,19,21.45,30.1,73.7,5.6,19.116,5.631
2014,6,20,21.06,32.29,69.66,5.51,18.576,6.096
2014,6,21,21.4,31.72,72.44,5.48,18.215999999999998,5.725
2014,6,22,20.64,30.06,71.75,5.32,20.772,5.997
2014,6,23,20.31,30.85,71.79,4.56,20.088,5.818
2014,6,24,20.81,30.57,70.92,4.69,22.5,6.333
2014,6,25,20.05,33.69,64.36,4.72,23.436,7.353
2014,6,26,20.59,33.71,63.01,3.45,25.236,7.473
2014,6,27,21.24,32.48,66.41,2.06,23.076,6.346
2014,6,28,21.77,29.57,73.38,2.12,20.016,5.26
2014,6,29,20.77,30.15,72.45,3.11,21.708000000000002,5.803
2014,6,30,20.87,31.11,75.37,2.96,24.192,6.166
2014,7,1,21.31,28.2,78.15,3.15,23.364,5.671
2014,7,2,20.98,30.35,70.77,4.18,21.528000000000002,6.084
2014,7,3,19.94,31.98,68.15,3.95,24.804,6.928
2014,7,4,20.45,31.4,69.94,4.27,17.64,5.531
2014,7,5,20.96,30.51,72.77,4.12,16.2,4.975
2014,7,6,19.45,29.67,72.08,3.99,11.592,4.056
2014,7,7,18.61,28.95,74.74,3.42,15.696000000000002,4.415
2014,7,8,19.01,28.52,72.57,4.55,15.012,4.629
2014,7,9,18.7,27.82,71.22,5.27,19.332,5.475
2014,7,10,18.57,29.04,76.11,5.66,14.868,4.493
2014,7,11,20.16,26.93,74.92,5.89,16.56,4.8
2014,7,12,19.93,28.09,77.73,6.12,17.316,4.76
2014,7,13,18.87,27.96,77.64,6.69,12.888,4.09
2014,7,14,18.79,29.46,75.98,6.49,16.776,4.936
2014,7,15,20.28,27.44,76.11,5.91,12.996,4.19
2014,7,16,19.87,29.7,75.25,5.7,17.28,5.077
2014,7,17,20.36,30.95,72.81,5.58,17.46,5.455
2014,7,18,19.85,30.75,74.53,5.3,17.496000000000002,5.218
2014,7,19,20.7,29.72,75.63,6.08,15.264000000000001,4.809
2014,7,20,20.53,29.66,75.42,6.09,15.371999999999998,4.835
2014,7,21,19.72,28.47,76.72,6.06,14.112,4.374
2014,7,22,19.85,29.54,74.66,6.7,17.568,5.276
2014,7,23,19.46,28.87,77.1,7.02,17.28,4.926
2014,7,24,19.39,28.75,75.9,6.23,16.956,4.914
2014,7,25,19.58,30.36,72.98,5.58,17.028000000000002,5.275
2014,7,26,20.28,29.32,80.01,4.62,18.108,4.696
2014,7,27,19.88,27.88,80.95,4.74,15.156,4.019
2014,7,28,20.11,29.46,75.2,5.48,13.356,4.409
2014,7,29,20.0,29.57,74.27,5.62,16.56,5.038
2014,7,30,19.61,29.04,77.03,5.99,13.104000000000001,4.218
2014,7,31,19.44,29.88,77.36,5.9,14.544,4.46
2014,8,1,20.45,29.67,78.49,5.26,14.652000000000001,4.33
2014,8,2,20.37,28.81,77.33,5.33,14.148000000000001,4.293
2014,8,3,20.73,29.08,77.38,5.52,15.048,4.494
2014,8,4,20.51,27.45,78.47,5.84,16.956,4.597
2014,8,5,19.8,28.91,75.8,5.84,16.848,4.903
2014,8,6,19.27,29.53,75.0,5.2,15.803999999999998,4.754
2014,8,7,19.62,28.63,78.57,4.35,17.208000000000002,4.555
2014,8,8,19.46,28.61,77.48,4.49,15.588000000000001,4.367
2014,8,9,18.85,27.88,80.08,3.97,19.188000000000002,4.676
2014,8,10,19.03,27.02,79.94,4.18,18.396,4.51
2014,8,11,19.38,26.75,80.32,3.56,18.468,4.471
2014,8,12,19.83,29.28,75.18,3.71,15.515999999999998,4.473
2014,8,13,19.04,28.0,77.38,3.7,16.308,4.351
2014,8,14,19.04,29.38,76.88,3.58,17.172,4.613
2014,8,15,19.43,26.73,79.62,3.38,21.348,5.02
